id;name;url;regular_price;promo_price;brand
118308;METRO Chef Сыр Тильзитер 45%, 500г;https://online.metro-cc.ru/products/500g-45-metro-chef-tilziter-bzmzh;469.0;;METRO CHEF
448308;Сыр Hochland Фетакса без рассола 45%, 200г;https://online.metro-cc.ru/products/hochland-200g-bzmzh;169.0;164.0;HOCHLAND
123051;Сыр Hochland Professional Моцарелла для пиццы кубики нарезка, 1кг;https://online.metro-cc.ru/products/1kg-mocarella-d-piccy-hochland-bzmzh;759.0;719.0;HOCHLAND
621668;METRO Chef Сыр Чеддар красный полутвердый нарезка 50%, 500г;https://online.metro-cc.ru/products/metro-chef-cheddar-krasnyj-narezka-50-500g;669.0;;METRO CHEF
122601;Сырный продукт Alti Extra 50% для пиццы, ~2кг;https://online.metro-cc.ru/products/belkovo-zhirovoj-produkt-altimilk-extra-50-dlya-piccy-2-kg;529.0;;ALTI
214939;Сыр Natura сливочный полутвердый 45%, 400г;https://online.metro-cc.ru/products/400g-syr-slivochnyy-45-natura-bzmzh;419.0;399.0;NATURA
511294;Сыр Bonfesto Моцарелла для пиццы 40%, 250г;https://online.metro-cc.ru/products/mocarella-bonfesto-dlya-piccy-45-250g-bzmzh;263.0;239.0;BONFESTO
279224;Сыр Galbani Боккончини Моцарелла мини 45%, 150г;https://online.metro-cc.ru/products/galbani-mocarella-mini-150g-bzmzh;249.0;;GALBANI
516326;Сыр Сиртаки Classic рассольный для греческого салата, 330г;https://online.metro-cc.ru/products/sirtaki-classic-dlya-grecheskogo-salata-330-g-bzmzh;267.0;;СИРТАКИ
125025;Сыр Брест-Литовск Маасдам полутвердый 45%, 200г;https://online.metro-cc.ru/products/200g-45-maasdam-brest-litovsk-bzmzh;229.0;;БРЕСТ-ЛИТОВСК
133362;Сыр Брест-Литовск Гауда полутвердый 45%, 200г;https://online.metro-cc.ru/products/syr-gauda-brest-litovs-45-200g-bzmzh;196.0;179.0;БРЕСТ-ЛИТОВСК
118311;METRO Chef Сыр Маасдам 45%, 500г;https://online.metro-cc.ru/products/500g-45-metro-chef-maasdam-bzmzh;609.0;;METRO CHEF
586635;Сыр Dorblu Classic с голубой плесенью 50%, 100г;https://online.metro-cc.ru/products/dorblu-classic-50-s-goluboj-100-g-bzmzh;339.0;269.0;DORBLU
219711;Сыр Луговая свежесть Сулугуни 45%, ~700г;https://online.metro-cc.ru/products/suluguni-lugovaya-svezhest-25-700g-bzmzh;959.0;849.0;ЛУГОВАЯ СВЕЖЕСТЬ
621705;METRO Chef Сыр Гауда полутвердый нарезка 48%, 500г;https://online.metro-cc.ru/products/metro-chef-gauda-narezka-48-500-g;579.0;;METRO CHEF
564846;Сыр Unagrande Professionale Маскарпоне мягкий 80%, 500г;https://online.metro-cc.ru/products/myagkij-maskarpone-unagrande-professionale-80-500-g;609.0;639.0;UNAGRANDE
118313;METRO Chef Сыр Российский 50%, 500г;https://online.metro-cc.ru/products/500g-50-rossijskij-metro-chef-bzmzh;409.0;;METRO CHEF
223265;METRO Chef Сыр чеддер красный 50%, 200г;https://online.metro-cc.ru/products/200g-syr-cheddar-krasnyy-50-metro-chef-bzmzh;265.0;;METRO CHEF
666855;Сыр Galbani Страчателла, 250г;https://online.metro-cc.ru/products/galbani-strachatella-250g;509.0;539.0;GALBANI
119941;METRO Chef Сыр Пармезан тертый 33%, 150г;https://online.metro-cc.ru/products/metro-chef-parmezan-tertyj-33-150-g-bzmzh;279.0;;METRO CHEF
621722;METRO Chef Сыр Моцарелла тертый 40%, 500г;https://online.metro-cc.ru/products/metro-chef-mocarella-40-tertyj-500-g;429.0;449.0;METRO CHEF
